week_start,vehicle_id,vehicle_type,fuel_type,gallons,distance_km,engine_hours,avg_speed_kph
2022-09-05,VH-017,SUV,Gasoline,26.67,361.9,13.0,56.6
2022-09-05,VH-018,SUV,Gasoline,25.95,402.0,13.9,60.3
2022-09-05,VH-019,SUV,Gasoline,,,19.2,58.2
2022-09-05,VH-020,SUV,Gasoline,27.78,478.7,15.8,60.3
2022-09-12,VH-001,Light Truck,Gasoline,40.99,516.3,21.7,56.7
2022-09-12,VH-002,Light Truck,Gasoline,50.54,529.0,23.8,51.5
2022-09-12,VH-003,Light Truck,Gasoline,42.55,576.6,19.8,55.5
2022-09-12,VH-004,Light Truck,Gasoline,45.82,603.8,19.3,56.4
2022-09-12,VH-005,Light Truck,Gasoline,48.53,732.4,25.6,53.4
2022-09-12,VH-006,Heavy Truck,Diesel,140.87,894.7,40.1,64.8
2022-09-12,VH-007,Heavy Truck,Diesel,154.25,973.2,36.5,63.5
2022-09-12,VH-008,Heavy Truck,Diesel,163.59,1010.9,41.9,66.6
2022-09-12,VH-009,Heavy Truck,Diesel,159.64,1106.2,39.8,58.8
2022-09-12,VH-010,Heavy Truck,Diesel,128.1,782.8,32.7,58.3
2022-09-12,VH-011,Van,Gasoline,36.91,516.9,20.9,42.5
2022-09-12,VH-012,Van,Gasoline,36.35,456.2,21.1,45.8
2022-09-12,VH-013,Van,Gasoline,33.74,479.9,16.8,47.0
2022-09-12,VH-014,Van,Diesel,42.62,425.5,14.8,45.0
2022-09-12,VH-015,Van,Diesel,59.63,533.6,19.8,42.9
2022-09-12,VH-016,SUV,Gasoline,27.2,386.5,16.2,58.3
2022-09-12,VH-017,SUV,Gasoline,27.79,442.6,12.7,59.6
2022-09-12,VH-018,SUV,Gasoline,28.33,400.6,14.5,62.3
2022-09-12,VH-019,SUV,Gasoline,31.66,558.1,19.7,56.9
2022-09-12,VH-020,SUV,Gasoline,29.12,517.7,17.9,56.8
2022-09-19,VH-001,Light Truck,Gasoline,43.16,487.5,21.9,52.3
2022-09-19,VH-002,Light Truck,Gasoline,,,24.4,55.3
2022-09-19,VH-003,Light Truck,Gasoline,36.48,552.9,19.9,58.2
2022-09-19,VH-004,Light Truck,Gasoline,39.29,567.2,21.0,59.2
2022-09-19,VH-005,Light Truck,Gasoline,52.25,738.0,24.6,52.0
2022-09-19,VH-006,Heavy Truck,Diesel,149.94,829.8,35.6,64.9
2022-09-19,VH-007,Heavy Truck,Diesel,142.52,779.2,33.4,60.9
2022-09-19,VH-008,Heavy Truck,Diesel,155.92,821.2,41.1,62.3
2022-09-19,VH-009,Heavy Truck,Diesel,174.3,1106.1,43.2,64.0
2022-09-19,VH-010,Heavy Truck,Diesel,142.57,691.0,34.2,60.0
2022-09-19,VH-011,Van,Gasoline,42.22,540.9,19.7,46.2
2022-09-19,VH-012,Van,Gasoline,38.73,475.5,19.0,47.1
2022-09-19,VH-013,Van,Gasoline,38.0,424.6,17.9,48.0
2022-09-19,VH-014,Van,Diesel,47.22,442.9,17.7,45.4
2022-09-19,VH-015,Van,Diesel,52.66,507.1,21.4,45.3
2022-09-19,VH-016,SUV,Gasoline,27.15,459.1,16.6,56.6
2022-09-19,VH-017,SUV,Gasoline,27.01,393.0,13.1,55.4
2022-09-19,VH-018,SUV,Gasoline,24.22,354.6,15.0,61.3
2022-09-19,VH-019,SUV,Gasoline,36.96,576.7,17.9,58.5
2022-09-19,VH-020,SUV,Gasoline,27.87,410.2,17.5,57.9
2022-09-26,VH-001,Light Truck,Gasoline,40.31,598.4,18.7,56.1
2022-09-26,VH-002,Light Truck,Gasoline,46.67,621.1,22.9,53.3
2022-09-26,VH-003,Light Truck,Gasoline,,,18.2,54.4
2022-09-26,VH-004,Light Truck,Gasoline,41.27,520.3,21.1,54.4
2022-09-26,VH-005,Light Truck,Gasoline,46.61,706.1,25.2,54.7
2022-09-26,VH-006,Heavy Truck,Diesel,145.79,941.2,36.6,63.1
2022-09-26,VH-007,Heavy Truck,Diesel,148.82,740.8,35.3,59.7
2022-09-26,VH-008,Heavy Truck,Diesel,,,35.9,62.1
2022-09-26,VH-009,Heavy Truck,Diesel,169.15,976.8,43.2,66.0
2022-09-26,VH-010,Heavy Truck,Diesel,127.86,881.7,32.2,64.7
2022-09-26,VH-011,Van,Gasoline,37.51,603.5,21.0,43.5
2022-09-26,VH-012,Van,Gasoline,38.99,523.5,19.5,46.2
2022-09-26,VH-013,Van,Gasoline,37.19,497.6,16.2,45.1
2022-09-26,VH-014,Van,Diesel,40.43,511.3,16.7,48.4
2022-09-26,VH-015,Van,Diesel,56.44,558.2,19.8,44.9
2022-09-26,VH-016,SUV,Gasoline,27.93,373.2,14.5,61.8
2022-09-26,VH-017,SUV,Gasoline,26.23,390.9,12.8,62.5
2022-09-26,VH-018,SUV,Gasoline,27.75,399.4,15.0,61.1
2022-09-26,VH-019,SUV,Gasoline,34.25,458.6,18.6,56.7
2022-09-26,VH-020,SUV,Gasoline,34.01,474.5,16.4,61.8
2022-10-03,VH-001,Light Truck,Gasoline,43.22,642.5,20.2,54.8
2022-10-03,VH-002,Light Truck,Gasoline,49.41,568.9,20.9,51.3
2022-10-03,VH-003,Light Truck,Gasoline,38.83,488.2,18.4,56.9
2022-10-03,VH-004,Light Truck,Gasoline,41.6,628.2,21.0,54.8
2022-10-03,VH-005,Light Truck,Gasoline,48.12,600.0,25.0,50.8
2022-10-03,VH-006,Heavy Truck,Diesel,152.25,814.6,40.1,57.4
2022-10-03,VH-007,Heavy Truck,Diesel,119.77,753.5,32.8,66.5
2022-10-03,VH-008,Heavy Truck,Diesel,154.05,786.8,41.4,63.6
2022-10-03,VH-009,Heavy Truck,Diesel,146.16,968.6,46.6,65.6
2022-10-03,VH-010,Heavy Truck,Diesel,133.61,773.0,34.3,65.2
2022-10-03,VH-011,Van,Gasoline,42.22,524.8,21.0,43.9
2022-10-03,VH-012,Van,Gasoline,40.22,502.4,19.0,42.2
2022-10-03,VH-013,Van,Gasoline,38.09,487.6,17.0,42.5
2022-10-03,VH-014,Van,Diesel,42.61,456.1,14.7,47.0
2022-10-03,VH-015,Van,Diesel,50.34,567.3,19.4,45.7
2022-10-03,VH-016,SUV,Gasoline,31.96,473.8,15.8,58.2
2022-10-03,VH-017,SUV,Gasoline,23.81,404.6,13.3,60.8
2022-10-03,VH-018,SUV,Gasoline,26.01,412.4,14.8,60.4
2022-10-03,VH-019,SUV,Gasoline,30.99,458.0,18.0,55.5
2022-10-03,VH-020,SUV,Gasoline,30.2,531.9,16.5,55.1
2022-10-10,VH-001,Light Truck,Gasoline,48.47,599.1,18.7,50.7
2022-10-10,VH-002,Light Truck,Gasoline,52.22,609.8,21.8,52.0
2022-10-10,VH-003,Light Truck,Gasoline,39.71,603.2,18.6,53.8
2022-10-10,VH-004,Light Truck,Gasoline,46.95,625.7,19.8,57.5
2022-10-10,VH-005,Light Truck,Gasoline,50.69,686.9,22.3,53.3
2022-10-10,VH-006,Heavy Truck,Diesel,153.56,949.7,41.9,63.6
2022-10-10,VH-007,Heavy Truck,Diesel,129.44,842.2,32.7,59.2
2022-10-10,VH-008,Heavy Truck,Diesel,142.67,913.2,41.3,64.1
2022-10-10,VH-009,Heavy Truck,Diesel,176.44,819.3,39.0,58.5
2022-10-10,VH-010,Heavy Truck,Diesel,,,30.6,57.8
2022-10-10,VH-011,Van,Gasoline,39.99,654.3,20.5,45.2
2022-10-10,VH-012,Van,Gasoline,40.76,627.1,20.7,46.0
2022-10-10,VH-013,Van,Gasoline,,,18.4,43.5
2022-10-10,VH-014,Van,Diesel,,,15.4,42.6
2022-10-10,VH-015,Van,Diesel,50.83,474.2,19.5,48.6
2022-10-10,VH-016,SUV,Gasoline,28.48,428.9,15.6,58.2
2022-10-10,VH-017,SUV,Gasoline,24.25,355.9,13.5,61.1
2022-10-10,VH-018,SUV,Gasoline,26.1,462.8,13.5,59.0
2022-10-10,VH-019,SUV,Gasoline,38.28,532.2,17.2,57.1
2022-10-10,VH-020,SUV,Gasoline,28.92,453.6,18.3,60.8
2022-10-17,VH-001,Light Truck,Gasoline,49.97,647.6,20.6,56.7
2022-10-17,VH-002,Light Truck,Gasoline,51.3,705.6,23.5,59.1
2022-10-17,VH-003,Light Truck,Gasoline,42.28,565.7,17.1,51.6
2022-10-17,VH-004,Light Truck,Gasoline,46.97,675.0,20.9,52.6
2022-10-17,VH-005,Light Truck,Gasoline,58.69,686.8,21.1,57.9
2022-10-17,VH-006,Heavy Truck,Diesel,129.18,912.9,41.6,57.8
2022-10-17,VH-007,Heavy Truck,Diesel,127.56,743.3,37.8,59.7
2022-10-17,VH-008,Heavy Truck,Diesel,151.58,988.2,39.7,59.0
2022-10-17,VH-009,Heavy Truck,Diesel,169.2,858.4,39.9,59.5
2022-10-17,VH-010,Heavy Truck,Diesel,108.69,633.3,35.1,63.7
2022-10-17,VH-011,Van,Gasoline,42.73,623.5,20.3,41.7
2022-10-17,VH-012,Van,Gasoline,41.44,558.1,21.3,47.9
2022-10-17,VH-013,Van,Gasoline,35.79,570.6,18.8,43.4
2022-10-17,VH-014,Van,Diesel,41.76,365.5,17.2,44.8
2022-10-17,VH-015,Van,Diesel,53.08,528.3,21.8,42.7
2022-10-17,VH-016,SUV,Gasoline,31.28,442.5,16.0,53.5
2022-10-17,VH-017,SUV,Gasoline,27.89,388.8,14.4,55.8
2022-10-17,VH-018,SUV,Gasoline,25.67,407.4,14.4,56.8
2022-10-17,VH-019,SUV,Gasoline,32.65,558.1,17.6,61.3
2022-10-17,VH-020,SUV,Gasoline,30.09,434.8,17.0,55.5
2022-10-24,VH-001,Light Truck,Gasoline,43.76,550.9,20.0,54.0
2022-10-24,VH-002,Light Truck,Gasoline,56.7,590.3,23.7,52.2
2022-10-24,VH-003,Light Truck,Gasoline,48.27,615.6,19.0,56.9
2022-10-24,VH-004,Light Truck,Gasoline,43.78,605.1,20.4,54.1
2022-10-24,VH-005,Light Truck,Gasoline,47.82,755.7,23.3,56.1
2022-10-24,VH-006,Heavy Truck,Diesel,134.58,813.9,39.6,66.3
2022-10-24,VH-007,Heavy Truck,Diesel,111.1,674.5,37.6,66.6
2022-10-24,VH-008,Heavy Truck,Diesel,144.72,899.9,37.1,64.8
2022-10-24,VH-009,Heavy Truck,Diesel,158.33,917.8,44.5,65.9
2022-10-24,VH-010,Heavy Truck,Diesel,110.02,730.5,30.1,58.7
2022-10-24,VH-011,Van,Gasoline,40.4,606.9,20.4,47.5
2022-10-24,VH-012,Van,Gasoline,37.4,519.2,18.7,43.5
2022-10-24,VH-013,Van,Gasoline,37.51,468.9,17.1,47.6
2022-10-24,VH-014,Van,Diesel,,,15.9,42.7
2022-10-24,VH-015,Van,Diesel,54.76,560.1,22.8,46.4
2022-10-24,VH-016,SUV,Gasoline,27.76,398.7,14.0,61.5
2022-10-24,VH-017,SUV,Gasoline,24.5,401.9,14.8,54.1
2022-10-24,VH-018,SUV,Gasoline,25.4,434.6,15.2,56.2
2022-10-24,VH-019,SUV,Gasoline,,,16.7,61.1
2022-10-24,VH-020,SUV,Gasoline,34.23,547.5,16.2,57.8
2022-10-31,VH-001,Light Truck,Gasoline,47.23,563.0,20.1,59.1
2022-10-31,VH-002,Light Truck,Gasoline,47.58,685.7,23.0,56.2
2022-10-31,VH-003,Light Truck,Gasoline,43.81,586.2,18.2,53.7
2022-10-31,VH-004,Light Truck,Gasoline,49.84,589.5,19.6,52.9
2022-10-31,VH-005,Light Truck,Gasoline,47.52,763.4,25.0,53.6
2022-10-31,VH-006,Heavy Truck,Diesel,,,42.6,61.8
2022-10-31,VH-007,Heavy Truck,Diesel,120.96,699.2,33.2,57.1
2022-10-31,VH-008,Heavy Truck,Diesel,136.29,859.2,38.9,58.7
2022-10-31,VH-009,Heavy Truck,Diesel,144.99,869.7,40.4,61.2
2022-10-31,VH-010,Heavy Truck,Diesel,120.82,773.2,34.4,63.8
2022-10-31,VH-011,Van,Gasoline,44.93,644.3,19.7,47.5
2022-10-31,VH-012,Van,Gasoline,39.03,594.3,19.9,43.4
2022-10-31,VH-013,Van,Gasoline,33.87,435.2,15.8,45.3
2022-10-31,VH-014,Van,Diesel,35.57,376.6,16.9,46.6
2022-10-31,VH-015,Van,Diesel,46.6,522.3,20.3,43.6
2022-10-31,VH-016,SUV,Gasoline,34.11,452.1,16.3,56.4
2022-10-31,VH-017,SUV,Gasoline,30.95,363.0,14.9,54.0
2022-10-31,VH-018,SUV,Gasoline,25.89,462.4,15.0,61.0
2022-10-31,VH-019,SUV,Gasoline,38.12,496.8,19.1,57.5
2022-10-31,VH-020,SUV,Gasoline,29.54,493.1,17.7,58.2
2022-11-07,VH-001,Light Truck,Gasoline,46.89,642.8,19.5,53.4
2022-11-07,VH-002,Light Truck,Gasoline,46.32,760.4,22.5,52.8
2022-11-07,VH-003,Light Truck,Gasoline,40.78,633.7,20.3,52.5
2022-11-07,VH-004,Light Truck,Gasoline,48.36,573.5,18.8,53.0
2022-11-07,VH-005,Light Truck,Gasoline,58.26,600.1,21.3,57.5
2022-11-07,VH-006,Heavy Truck,Diesel,137.79,784.7,35.9,58.6
2022-11-07,VH-007,Heavy Truck,Diesel,124.11,825.9,38.5,63.2
2022-11-07,VH-008,Heavy Truck,Diesel,141.33,877.8,42.0,58.3
2022-11-07,VH-009,Heavy Truck,Diesel,162.98,962.0,44.6,65.0
2022-11-07,VH-010,Heavy Truck,Diesel,103.23,713.7,31.5,58.4
2022-11-07,VH-011,Van,Gasoline,42.69,583.8,19.3,46.4
2022-11-07,VH-012,Van,Gasoline,38.35,549.7,20.4,43.4
2022-11-07,VH-013,Van,Gasoline,40.61,521.4,15.8,42.5
2022-11-07,VH-014,Van,Diesel,36.38,381.0,14.6,46.0
2022-11-07,VH-015,Van,Diesel,46.13,439.2,22.5,47.0
2022-11-07,VH-016,SUV,Gasoline,32.37,483.1,15.5,57.0
2022-11-07,VH-017,SUV,Gasoline,28.15,429.1,14.4,56.4
2022-11-07,VH-018,SUV,Gasoline,25.57,426.1,12.9,61.1
2022-11-07,VH-019,SUV,Gasoline,39.38,493.6,18.0,54.3
2022-11-07,VH-020,SUV,Gasoline,36.27,527.3,16.9,59.9
2022-11-14,VH-001,Light Truck,Gasoline,46.05,634.1,18.5,58.8
2022-11-14,VH-002,Light Truck,Gasoline,52.35,756.8,20.5,57.6
2022-11-14,VH-003,Light Truck,Gasoline,44.92,647.5,18.6,53.8
2022-11-14,VH-004,Light Truck,Gasoline,50.91,567.3,18.3,51.2
2022-11-14,VH-005,Light Truck,Gasoline,60.78,807.4,21.5,57.0
2022-11-14,VH-006,Heavy Truck,Diesel,122.46,808.3,37.2,63.2
2022-11-14,VH-007,Heavy Truck,Diesel,125.66,700.3,32.3,63.4
2022-11-14,VH-008,Heavy Truck,Diesel,132.88,853.7,42.7,58.7
2022-11-14,VH-009,Heavy Truck,Diesel,140.15,827.5,39.5,66.9
2022-11-14,VH-010,Heavy Truck,Diesel,105.61,626.8,35.6,60.3
2022-11-14,VH-011,Van,Gasoline,45.92,587.2,21.0,45.8
2022-11-14,VH-012,Van,Gasoline,38.93,626.9,21.1,43.2
2022-11-14,VH-013,Van,Gasoline,36.77,501.2,18.1,48.5
2022-11-14,VH-014,Van,Diesel,38.06,447.7,15.6,43.6
2022-11-14,VH-015,Van,Diesel,53.21,432.0,22.3,46.4
2022-11-14,VH-016,SUV,Gasoline,,,16.7,54.8
2022-11-14,VH-017,SUV,Gasoline,27.41,379.7,13.7,58.8
2022-11-14,VH-018,SUV,Gasoline,30.56,374.3,13.8,61.9
2022-11-14,VH-019,SUV,Gasoline,38.38,594.4,16.9,61.0
2022-11-14,VH-020,SUV,Gasoline,34.45,569.6,17.1,56.1
2022-11-21,VH-001,Light Truck,Gasoline,48.78,540.5,18.5,57.4
2022-11-21,VH-002,Light Truck,Gasoline,56.84,665.2,24.0,58.3
2022-11-21,VH-003,Light Truck,Gasoline,46.25,593.9,17.0,57.4
2022-11-21,VH-004,Light Truck,Gasoline,45.34,529.8,20.3,51.9
2022-11-21,VH-005,Light Truck,Gasoline,51.59,618.0,24.5,54.1
2022-11-21,VH-006,Heavy Truck,Diesel,133.25,790.7,37.0,59.9
2022-11-21,VH-007,Heavy Truck,Diesel,106.42,618.8,35.6,57.5
2022-11-21,VH-008,Heavy Truck,Diesel,118.97,801.2,41.9,58.3
2022-11-21,VH-009,Heavy Truck,Diesel,143.33,853.3,43.7,59.0
2022-11-21,VH-010,Heavy Truck,Diesel,113.89,603.6,29.6,64.7
2022-11-21,VH-011,Van,Gasoline,47.91,529.5,20.8,44.4
2022-11-21,VH-012,Van,Gasoline,40.28,601.1,17.6,43.6
2022-11-21,VH-013,Van,Gasoline,38.54,597.3,17.1,42.4
2022-11-21,VH-014,Van,Diesel,40.16,349.3,15.8,46.9
2022-11-21,VH-015,Van,Diesel,43.78,430.2,22.9,48.1
2022-11-21,VH-016,SUV,Gasoline,33.6,399.8,16.0,54.4
2022-11-21,VH-017,SUV,Gasoline,25.32,391.4,14.2,55.3
2022-11-21,VH-018,SUV,Gasoline,26.98,427.3,14.8,54.7
2022-11-21,VH-019,SUV,Gasoline,32.44,563.9,18.7,53.8
2022-11-21,VH-020,SUV,Gasoline,32.3,555.3,17.2,53.9
2022-11-28,VH-001,Light Truck,Gasoline,42.5,601.6,19.4,58.1
2022-11-28,VH-002,Light Truck,Gasoline,57.77,587.2,24.0,56.3
2022-11-28,VH-003,Light Truck,Gasoline,43.59,662.4,17.4,53.4
2022-11-28,VH-004,Light Truck,Gasoline,48.2,559.8,20.1,54.6
2022-11-28,VH-005,Light Truck,Gasoline,49.23,664.0,23.6,53.5
2022-11-28,VH-006,Heavy Truck,Diesel,117.97,743.3,38.0,63.2
2022-11-28,VH-007,Heavy Truck,Diesel,128.41,698.4,37.3,63.2
2022-11-28,VH-008,Heavy Truck,Diesel,142.6,864.8,36.0,62.5
2022-11-28,VH-009,Heavy Truck,Diesel,127.79,945.9,43.8,57.9
2022-11-28,VH-010,Heavy Truck,Diesel,118.13,666.4,33.2,59.3
2022-11-28,VH-011,Van,Gasoline,40.09,693.1,21.7,43.8
2022-11-28,VH-012,Van,Gasoline,39.36,524.3,19.6,47.2
2022-11-28,VH-013,Van,Gasoline,35.98,556.0,17.4,42.4
2022-11-28,VH-014,Van,Diesel,41.03,338.5,17.6,48.0
2022-11-28,VH-015,Van,Diesel,48.29,556.0,19.4,43.7
2022-11-28,VH-016,SUV,Gasoline,33.1,508.3,16.5,57.2
2022-11-28,VH-017,SUV,Gasoline,28.36,487.5,15.2,62.0
2022-11-28,VH-018,SUV,Gasoline,30.73,381.0,13.2,60.4
2022-11-28,VH-019,SUV,Gasoline,34.83,564.5,17.1,55.5
2022-11-28,VH-020,SUV,Gasoline,33.11,543.0,16.7,58.0
2022-12-05,VH-001,Light Truck,Gasoline,50.86,601.6,21.7,54.9
2022-12-05,VH-002,Light Truck,Gasoline,49.44,592.6,23.6,50.7
2022-12-05,VH-003,Light Truck,Gasoline,44.13,624.5,20.7,57.3
2022-12-05,VH-004,Light Truck,Gasoline,52.99,711.2,21.6,54.9
2022-12-05,VH-005,Light Truck,Gasoline,55.3,666.9,23.0,51.0
2022-12-05,VH-006,Heavy Truck,Diesel,123.54,727.6,40.0,64.4
2022-12-05,VH-007,Heavy Truck,Diesel,114.66,768.6,37.1,62.2
2022-12-05,VH-008,Heavy Truck,Diesel,139.12,674.5,43.6,62.2
2022-12-05,VH-009,Heavy Truck,Diesel,145.76,850.7,42.6,63.3
2022-12-05,VH-010,Heavy Truck,Diesel,99.97,618.3,31.1,65.3
2022-12-05,VH-011,Van,Gasoline,43.11,630.8,18.3,45.1
2022-12-05,VH-012,Van,Gasoline,45.9,582.1,20.3,42.2
2022-12-05,VH-013,Van,Gasoline,41.86,557.1,16.1,44.4
2022-12-05,VH-014,Van,Diesel,33.62,385.0,16.9,42.9
2022-12-05,VH-015,Van,Diesel,44.3,512.7,22.7,47.1
2022-12-05,VH-016,SUV,Gasoline,28.68,418.2,15.2,56.7
2022-12-05,VH-017,SUV,Gasoline,28.08,471.2,14.1,62.2
2022-12-05,VH-018,SUV,Gasoline,28.1,468.9,15.3,58.6
2022-12-05,VH-019,SUV,Gasoline,33.95,617.4,16.9,60.0
2022-12-05,VH-020,SUV,Gasoline,32.85,557.9,16.6,59.2
2022-12-12,VH-001,Light Truck,Gasoline,44.27,571.3,20.8,52.8
2022-12-12,VH-002,Light Truck,Gasoline,58.11,700.6,20.2,58.4
2022-12-12,VH-003,Light Truck,Gasoline,46.19,579.9,18.6,51.3
2022-12-12,VH-004,Light Truck,Gasoline,45.26,631.6,20.6,55.5
2022-12-12,VH-005,Light Truck,Gasoline,49.99,647.6,24.1,50.9
2022-12-12,VH-006,Heavy Truck,Diesel,131.26,842.4,37.6,66.2
2022-12-12,VH-007,Heavy Truck,Diesel,110.83,619.2,36.3,63.1
2022-12-12,VH-008,Heavy Truck,Diesel,130.91,842.6,37.1,61.6
2022-12-12,VH-009,Heavy Truck,Diesel,151.07,728.4,40.7,60.7
2022-12-12,VH-010,Heavy Truck,Diesel,93.59,619.1,32.7,59.9
2022-12-12,VH-011,Van,Gasoline,46.13,570.7,20.2,45.2
2022-12-12,VH-012,Van,Gasoline,43.82,523.2,20.3,45.9
2022-12-12,VH-013,Van,Gasoline,37.86,557.7,18.8,48.5
2022-12-12,VH-014,Van,Diesel,37.09,351.4,16.3,48.6
2022-12-12,VH-015,Van,Diesel,42.6,490.1,21.1,45.9
2022-12-12,VH-016,SUV,Gasoline,,,16.0,62.4
2022-12-12,VH-017,SUV,Gasoline,25.67,451.1,13.0,61.2
2022-12-12,VH-018,SUV,Gasoline,32.5,424.2,13.6,58.6
2022-12-12,VH-019,SUV,Gasoline,32.82,507.7,17.3,60.7
2022-12-12,VH-020,SUV,Gasoline,34.59,490.6,15.1,59.7
2022-12-19,VH-001,Light Truck,Gasoline,51.28,650.4,18.4,52.1
2022-12-19,VH-002,Light Truck,Gasoline,51.56,728.8,24.2,57.6
2022-12-19,VH-003,Light Truck,Gasoline,45.11,607.6,20.4,55.3
2022-12-19,VH-004,Light Truck,Gasoline,51.61,607.9,21.1,57.9
2022-12-19,VH-005,Light Truck,Gasoline,59.2,685.3,23.6,52.4
2022-12-19,VH-006,Heavy Truck,Diesel,134.63,849.8,38.0,66.7
2022-12-19,VH-007,Heavy Truck,Diesel,99.88,781.0,36.0,65.4
2022-12-19,VH-008,Heavy Truck,Diesel,124.01,794.1,42.6,64.5
2022-12-19,VH-009,Heavy Truck,Diesel,130.18,709.7,41.7,62.0
2022-12-19,VH-010,Heavy Truck,Diesel,102.73,715.1,30.5,60.0
2022-12-19,VH-011,Van,Gasoline,,,21.7,44.6
2022-12-19,VH-012,Van,Gasoline,42.58,593.8,18.2,48.1
2022-12-19,VH-013,Van,Gasoline,38.3,572.6,16.1,47.7
2022-12-19,VH-014,Van,Diesel,39.76,389.8,15.0,46.6
2022-12-19,VH-015,Van,Diesel,48.92,482.0,18.9,48.1
2022-12-19,VH-016,SUV,Gasoline,32.41,416.5,15.3,53.8
2022-12-19,VH-017,SUV,Gasoline,30.15,411.1,14.3,56.3
2022-12-19,VH-018,SUV,Gasoline,27.83,396.0,13.5,56.3
2022-12-19,VH-019,SUV,Gasoline,33.84,500.0,17.3,53.5
2022-12-19,VH-020,SUV,Gasoline,34.72,473.3,16.3,56.3
2022-12-26,VH-001,Light Truck,Gasoline,51.08,588.0,19.3,51.2
2022-12-26,VH-002,Light Truck,Gasoline,51.61,681.7,20.7,54.7
2022-12-26,VH-003,Light Truck,Gasoline,41.05,507.3,18.6,52.2
2022-12-26,VH-004,Light Truck,Gasoline,49.42,687.4,20.9,56.0
2022-12-26,VH-005,Light Truck,Gasoline,60.49,772.3,24.2,55.3
2022-12-26,VH-006,Heavy Truck,Diesel,133.1,752.2,36.3,65.1
2022-12-26,VH-007,Heavy Truck,Diesel,111.51,671.9,36.4,64.1
2022-12-26,VH-008,Heavy Truck,Diesel,118.99,706.9,42.6,63.2
2022-12-26,VH-009,Heavy Truck,Diesel,132.51,873.8,43.9,64.9
2022-12-26,VH-010,Heavy Truck,Diesel,102.6,540.3,32.2,60.5
2022-12-26,VH-011,Van,Gasoline,40.7,663.1,20.5,42.3
2022-12-26,VH-012,Van,Gasoline,46.04,647.1,18.8,46.1
2022-12-26,VH-013,Van,Gasoline,38.41,513.5,17.0,45.9
2022-12-26,VH-014,Van,Diesel,40.0,356.7,15.7,47.3
2022-12-26,VH-015,Van,Diesel,49.63,468.7,22.2,45.3
2022-12-26,VH-016,SUV,Gasoline,32.95,415.5,16.7,58.7
2022-12-26,VH-017,SUV,Gasoline,29.7,431.0,14.2,61.0
2022-12-26,VH-018,SUV,Gasoline,32.29,380.2,13.0,60.9
2022-12-26,VH-019,SUV,Gasoline,36.2,558.2,18.7,54.2
2022-12-26,VH-020,SUV,Gasoline,37.84,582.2,17.2,53.4
2023-01-02,VH-001,Light Truck,Gasoline,44.56,634.4,19.8,55.7
2023-01-02,VH-002,Light Truck,Gasoline,55.99,654.8,22.7,58.6
2023-01-02,VH-003,Light Truck,Gasoline,50.13,573.8,20.7,53.6
2023-01-02,VH-004,Light Truck,Gasoline,42.61,715.1,19.8,51.7
2023-01-02,VH-005,Light Truck,Gasoline,54.4,736.1,21.3,56.8
2023-01-02,VH-006,Heavy Truck,Diesel,121.36,843.7,42.0,59.4
2023-01-02,VH-007,Heavy Truck,Diesel,109.69,644.9,34.2,60.8
2023-01-02,VH-008,Heavy Truck,Diesel,132.35,766.2,37.2,60.9
2023-01-02,VH-009,Heavy Truck,Diesel,147.37,740.1,46.7,63.7
2023-01-02,VH-010,Heavy Truck,Diesel,93.25,538.4,33.8,61.9
2023-01-02,VH-011,Van,Gasoline,49.36,536.9,20.7,44.4
2023-01-02,VH-012,Van,Gasoline,45.72,612.4,19.2,42.7
2023-01-02,VH-013,Van,Gasoline,38.56,521.0,16.8,42.7
2023-01-02,VH-014,Van,Diesel,36.65,408.6,15.4,45.0
2023-01-02,VH-015,Van,Diesel,47.05,459.7,23.0,45.5
2023-01-02,VH-016,SUV,Gasoline,28.75,472.8,16.0,54.7
2023-01-02,VH-017,SUV,Gasoline,32.41,498.8,14.9,57.7
2023-01-02,VH-018,SUV,Gasoline,31.81,382.4,14.0,60.2
2023-01-02,VH-019,SUV,Gasoline,33.48,581.2,19.2,56.3
2023-01-02,VH-020,SUV,Gasoline,33.3,562.4,16.7,58.1
2023-01-09,VH-001,Light Truck,Gasoline,51.29,612.4,22.2,57.6
2023-01-09,VH-002,Light Truck,Gasoline,47.57,779.3,23.5,57.0
2023-01-09,VH-003,Light Truck,Gasoline,40.46,579.4,17.6,51.1
2023-01-09,VH-004,Light Truck,Gasoline,51.79,646.0,19.3,51.3
2023-01-09,VH-005,Light Truck,Gasoline,60.78,675.8,21.7,53.1
2023-01-09,VH-006,Heavy Truck,Diesel,111.49,675.7,36.6,62.9
2023-01-09,VH-007,Heavy Truck,Diesel,111.63,748.6,33.4,64.0
2023-01-09,VH-008,Heavy Truck,Diesel,137.19,860.0,38.4,57.9
2023-01-09,VH-009,Heavy Truck,Diesel,151.16,743.6,42.4,66.9
2023-01-09,VH-010,Heavy Truck,Diesel,97.86,621.5,33.3,59.1
2023-01-09,VH-011,Van,Gasoline,42.43,638.3,21.1,42.2
2023-01-09,VH-012,Van,Gasoline,41.63,557.3,20.4,46.8
2023-01-09,VH-013,Van,Gasoline,36.91,560.4,17.2,42.4
2023-01-09,VH-014,Van,Diesel,31.91,419.6,16.1,46.3
2023-01-09,VH-015,Van,Diesel,48.81,414.8,22.7,46.0
2023-01-09,VH-016,SUV,Gasoline,31.11,534.0,16.5,56.5
